05:27:02.406 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 1, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:08:10.144 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 30, first name = test first name1, last name = test last name1, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D1
06:08:10.144 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 31, first name = test first name2, last name = test last name2, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D2
06:08:10.144 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 32, first name = test first name3, last name = test last name3, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D3
06:08:10.144 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 33, first name = test first name4, last name = test last name4, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D4
06:08:10.144 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 34, first name = test first name5, last name = test last name5, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D5
06:08:10.144 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 35, first name = test first name6, last name = test last name6, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D6
06:08:10.144 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 36, first name = test first name7, last name = test last name7, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D7
06:08:10.144 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 37, first name = test first name8, last name = test last name8, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D8
06:08:10.160 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 38, first name = test first name9, last name = test last name9, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D9
06:19:44.905 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 39, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:19:44.905 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 40, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:19:44.905 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 41, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:19:44.920 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 42, first name = Sergey, last name = Nikolaev, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D
06:19:44.920 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 43, first name = Vasiliy, last name = Nosov, birthday = 1984-01-01T00:00:00.000+0300, driving license category = D
06:20:59.451 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 44, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:20:59.451 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 45, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:20:59.451 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 46, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:20:59.466 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 47, first name = Sergey, last name = Nikolaev, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D
06:20:59.700 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 48, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:20:59.700 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 49, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:20:59.700 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 50, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:20:59.716 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 51, first name = Sergey, last name = Nikolaev, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D
06:20:59.716 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 52, first name = Vasiliy, last name = Nosov, birthday = 1984-01-01T00:00:00.000+0300, driving license category = D
06:21:14.738 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 53, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:21:14.738 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 54, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:21:14.738 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 55, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:21:14.738 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 56, first name = Sergey, last name = Nikolaev, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D
06:21:14.926 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 57, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:21:14.926 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 58, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:21:14.926 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 59, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:21:14.941 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 60, first name = Sergey, last name = Nikolaev, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D
06:21:14.941 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 61, first name = Vasiliy, last name = Nosov, birthday = 1984-01-01T00:00:00.000+0300, driving license category = D
06:21:15.128 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 62, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:21:15.128 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 63, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:21:15.144 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 64, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:24:33.513 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 65, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:24:33.513 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 66, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:24:33.513 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 67, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:24:33.513 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 68, first name = Sergey, last name = Nikolaev, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D
06:24:33.654 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 69, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:24:33.654 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 70, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:24:33.654 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 71, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:24:33.669 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 72, first name = Sergey, last name = Nikolaev, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D
06:24:33.669 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 73, first name = Vasiliy, last name = Nosov, birthday = 1984-01-01T00:00:00.000+0300, driving license category = D
06:24:33.794 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 74, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:24:33.794 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 75, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:24:33.794 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 76, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:24:33.981 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 77, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:24:33.981 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 78, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:24:33.981 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 79, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
